,Review,Category
19,"Nefasto servicio y pésima atención.Hemos estado celebrando el día del padre en el Filandon, y hemos tenido una nefasta experiencia.Empezando desde el inicio, que habíamos reservado el 30 de octubre en la terraza semi cerrada y nos han cambiando de sitio.",servicio
20,Fuimos a comer por el día del Padre en familia y un desastre de servicio.,servicio
21,"Precioso, la terraza por la noche tiene que ser impresionante.El servicio y personal correcto.Los tacos de atún lo mejor de la comida.La pizza de gamba roja no deja de ser",servicio
22,"Ensaladilla buenísima, croquetas riquísimas, alcachofas, verduras en tempura con langostinos, kokotxas al pil pil y a la plancha, solomillo todo buenísimo.",comida
23,De postre tarta de queso espectacular.,comida
24,El personal muy atento haciendo la velada muy agradable.,servicio
25,"Es caro, pero la materia prima buena es cara.",comida
26,Tengo que decir que la comida estaba buena (no excelente) en líneas generales pero el coste es caro y no sólo por su precio sino porque las raciones no son generosas sino más bien contenidas en tamaño.,precio
27,El servicio es muy rápido pese a la gran cantidad de comensales que atienden .,servicio
28,precio,precio
29,"La comida muy buena, el tiempo de espera un desastre una pena estropear lo que podría ser un día en familia perfecto disfrutando.No se puedes esperar 35 minutos para los segundos y gracias a reclamarlo varias veces.Espero que alguien lo tenga en cuenta",comida
30,"La comida fue excelente, y muchas opciones.",comida
31,"Servicio de 10, siempre atentos a cualquier cosa que necesitábamos.",servicio
32,El servicio muy correcto.,servicio
33,El sitio muy bien decorado.Los entrantes estaban muy buenos.,comida
34,La carne excelente.,comida
35,"El pixin también muy bueno.El bogavante aLa plancha estaba bueno de sabor, pero demasiado aceitado.Mal el tamaño de las mesas.",comida
36,El precio medio alto pero es el nivel que se debe pagar en un sito donde te vas con buenas sensaciones.,precio
37,"Restaurante con un servicio pésimo, de los peores que hemos visto.",servicio
38,"La experiencia buena en general, local sobrevalorado a mi entender, no la decoración, ambiente y servicio que fue muy correcto.",servicio
39,"Comida buena, algo escasa pero sobretodo cara en algunos platos.",comida
40,La comida pasa ha segundo plano.,comida
41,Media ración de almejas de carril a la sartén = 5 almejas = 11 euros.,comida
42,Las otras medias raciones bien.,comida
43,El rodaballo buenísimo.,comida
44,La tarta de queso bien.,comida
45,El servicio y el restaurante muy bien.,servicio
46,Fuimos los compañeros del trabajo a nuestra cena de NavidadDecepción totalEl precio del menú es caro y no se corresponde en absoluto con la calidad que deberían ofrecer según su fama.Es la cuarta vez que voy y creo que ha tenido tiempos,precio
47,"Producto de calidad, simplemente todo natural, sin disfraces.",comida
48,Si pides entrantes el segundo a compartir.,comida
49,Raciones grandes.,comida
50,"Hay que llegar al postre, tarta de queso y pastel de manzana.",comida
51,"La comida buena pero cara para lo que es, la sala abarrotada de gente, mi solomillo me lo sirvieron en un plato bastante roto por un borde, cuando reclamé al  mesonero me respondió de manera áspera que eso era normal, me quedé con el plato",comida
52,"La terraza en la que nos han ubicado no era acristalada, como nos indicaron al reservar, por lo que hemos pasado mucho frío, y no hemos sido los únicos ya que 3 mesas que han llegado después que nosotros ni siquiera se han llegado a",precio
53,"Un servicio de camaremos, responsable de sala pésimo no adecuado el nivel de restaurante y precio de la carta.",servicio
54,"Mucho retraso en traer la comida, se olvidaron de una persona de la mesa, la dieron excusas como se ha caido la paellera, se les ha olvidado pero",servicio
55,"La comida no está mal pero las raciones son claramente más pequeñas, cosa q no ocurre con el precio.",precio
56,"Comimos varios platos: croquetas, callos, ensalada de tomates y espárragos, rodaballo y cocochas de merluza.Las croquetas me sorprendió que fueran ya fabricadas estándar en lugar de croquetas realizadas por el chef.",comida
57,"El rodaballo y la cocochas, no estaban buenas.",comida
58,El rodaballo no puedo entender,comida
59,"Aparcacoches, parque infantil, jardines, etc.Los productos y materia prima son excelentes, el servicio es de 10.Lo mejor fueron las tartas de queso, volveria todos los dias a probarlos.100% recomendable.Precio medio unos 60 euros por",precio
60,"Cierto que la calidad de los productos es excelente, la carta estupenda y el espacio muy bonito pero el servicio ha bajado considerablemente.",comida
61,"1 ) los aparca no aparcan, vamos ni se mueven y te mandan a aparcar al descampado de arriba.",servicio
62,"Maravillosamente sorprendidos por la calidad, la atención y   .. lo más dificil n estos tiempos EL PRECIO",servicio
63,"Pésimo servicio, meseros groseros e incapaces y moscas en la mesa posándose en los diferentes platos.",servicio
64,"Tremenda decepción, mal servicio, demasiada esperara entre platos y para rematar, el rodaballo más que quemado..una verdadera pena.",servicio
65,"Camareros desagradables y malos profesionales, Mal ambiente entre ellos que lo han hecho visible ante los clientes.",servicio
66,"Primeros platos decepcionates, segundos platos correctos sin más.",comida
67,Mucho tiempo de espera.,servicio
68,Salones que parecían un mesón barato de celebración de comuniones.,precio
69,las dos ultimas veces me ha parecido penoso .anteayer estuvimos esperando más de 1 hora el segundo y no invitan ni al café,servicio
70,"La verdad que viendo las criticas no estamos muy decididos a reservar allí pero una vez sentados en la mesa la verdad que el trato de la camarero fue muy cordial y bueno en general en todo, la cena pedimos media ración de coquetas de",servicio
71,Fuimos a cenar en familia y quedamos encantados.Pedimos tanto platos de carne como de pescado y el producto nos pareció muy bueno en ambos casos.Los postres también estuvieron a la altura.Todo ello con un gran servicio.Repetiremos seguro.,servicio
72,Solo podemos opinar del pescado que fue lo único que probamos y nos pareció algo caro la relación calidad/ precio..En Madrid hay sitios similares o mejores algo más baratos..En resumen;  normal,precio
73,"Entorno bonito y agradable, el servicio bastante malo, y la comida normalita.",comida
74,No se justifica ni el precio ni la fama que tiene.,precio
75,Pero la comida de lo peor.,comida
76,No solo la carne sino el pescado (!),comida
77,"también.Alimentos pasados y mal cocinados, con excepciones (arroces)Un desbarajuste de atención y muy mala organización El fin….gran lugar pero pésima comida",servicio
78,"La comida bastante rica, me quedo con su tarta de queso (increíble).",comida
79,"Volveré para probar su arroz, nos quedamos con las ganas, y por supuesto volveré a reservar en la terraza al sol.. nos encanto.",comida
80,"Que un restaurante propiedad de las Coruñesas tiene buen pescado, se da por descontado.",comida
81,"Que el servicio va a ser competente y amable, se da por supuesto.",servicio
82,"Pero que por un besugo a compartir, no muy grande, te van a cobrar 62 euros, no se",precio
83,"El servicio es impecable, pero la comida es muy decepcionante.",comida
84,"Las croquetas de bogavante muy normalitas, el pescado con exceso de aceite y con poco sabor y la",comida
85,muy ricas (aunque algo escaso) las almejas.,comida
86,"Las obleas de manzana, se notaba que era hojaldre congelado (que no pasa nada) pero terriblemente mal descongelado, por lo que el hojaldre estaba durisimo.",comida
87,Pedimos el king krab que estaba rico de sabor pero pasado de coccion,comida
88,"El local está muy bien, el personal pasan bastante de ti.",servicio
89,Cuando me fui me despedí de varios y no contestaron o respondieron nada.,servicio
90,"Me metieron 3,50€ por la cara de ""pan y peritos.",precio
91,"Nunca pido pan, y aperitivo no trajeron nada  Además el pescado",comida
92,"Trato clasista, La comida muy regular, la calidad precio es una vergüenzaNo cumplen con medidas anti COVID Una gran decepción… no volveré",servicio
93,"Siempre hemos sido conscientes de que a pesar de tratarse de un sitio caro, nos compensaba.Las",precio
94,"Aunq la comida esta rica, quieren poner mesas hasta en el último rincón.",comida
95,Decepcionados desde el servicio de aparca coches hasta que salimos del restaurante.Al cogernos la comanda  se le especifica al maitre  las alergias por parte de dos comensales.,servicio
96,La comida muy buena.,comida
97,La carne perfecta.,comida
98,"Pedimos una coquetas de carabineros que estaban brutales, una patita de pulpo, unos tacos de atún y un steak tartar DELICIOSO!",comida
99,De segundo pedimos un chuletón,comida
100,"Estuve cenando el pasado Sábado y fué lamentable, comida tirada en los platos sin ningún gusto, no guarniciones, pulpo aceitoso, rabas pasadas, cocochas al pil pil con regusto a pescado pasado, croquetas con el mismo sabor que las congeladas,  postres sin ninguna gracia.",comida
101,La comida bien.,comida
102,"Pero la mala atención, es increíble.Desde la antipatía de la recepcionista, hasta de las personas que sirven las mesas.Una experiencia para olvidar.No volveremos.",servicio
103,"Por si sirven mis comentarios de ayuda, estuvimos el sábado 28 de 2021, 8 comensales, hemos repetido durante varios años porque nos gustaba el sitio y la  calidad muy buena, un poco caro pero una vez al año no hace daño, cual fue nuestra sorpresa",precio
104,El rodaballo a la parrilla es una delicia !!!,comida
105,"El pitxín, la chuleta de vaca vieja y hasta las simples patatas fritas son deliciosos.",comida
106,"La atención, excelente, se nota que son profesionales.",servicio
107,Hemos ido en varias ocasiones y nunca nos habríamos esperado un trato como el de hoy.,servicio
108,"En la ensalada que acompañaba el rodaballo nos hemos encontrado varios pelos, tras decírselo a la camarera se ha llevado el cuenco de la ensalada sin cambiarnos los platos",comida
109,"Buena materia prima, y excelentes pescados a la brasa; el entrono es inmejorable.",comida
110,Excelente restaurante con una carta amplia y una alta calidad.El pulpo exquisito y la carne ya que la hacen a la brasa.La atención de los camareros es también de 10.Me sorprendió gratamente y además es razonable el precio para la calidad que,precio
111,"Para mí lo tiene todo, una magnífica comida, sana, servicio espectacular liderado por Félix",comida
112,Comida muy rica con opciones de medias raciones fantástico para poder probar más cosas.,comida
113,El servicio muy correcto y,servicio
114,"Excelente.No comimos más.Relación calidad precio un poco alta, pero",precio
115,"Se equivocaron al hacer la reserva y el maitre  no solo no se disculpó si no que nos trató fatal a pesar de haber sido un error suyo , es un impresentable y un maleducado.Una pena porque era nuestro restaurante preferido pero este tipo de",precio
116,"Postre normales.En general, calidad óptimo a",comida
117,"Mal servicio, mediocre comida.",comida
118,"Cuarenta minutos esperando a que un maitre nos tomase nota de la cena, dos veces solicitamos cambio de bebida por caer mosquitos en la copa, cenando en sala, no terraza, sin recibir disculpas y con",servicio
119,"El servicio muy bien, como siempre, pero la comida mal, francamente mal.",servicio
120,"El salpicón, es de bareto",comida
121,La parrilla es un espectaculo a la,comida
122,"Un restaurante estupendo, calidad maxima en la materia prima y atención al cliente magnifica.",comida
123,La atención y servicio por parte de Mar ha sido impecable.,servicio
124,"Precio algo elevado pero tiene calidad y se paga el sitio y el entorno que está.Recomiendo la ensalada de tomate con espárragos, el lenguado y la chuleta.Destacar la amabilidad y el buen servicio",servicio
125,Comida rica.,comida
126,Precios elevados pero aceptables.,precio
127,Servicio muy lento a pesar del gran número de personas que trabajan.,servicio
128,"Las mesas al sol, las cervezas calientes, mala atención… creo que los malos modos vienen dados porque son pocos trabajadores para muchos comensales y eso hace que las esperas enfaden a los clientes.",servicio
129,"No es necesario nada especial para ir al Filandon, es suficiente querer disfrutar de una buena comida, agradable lugar y excelente atención.Nunca nos decepciona y solemos ir solos o con la familia.El último día fue la señorita Barbara quien estaba a cargo de",servicio
130,El servicio amable y educado.,servicio
131,La comida se sirve en tiempo.,comida
132,La calidad-precio buena.,precio
133,Espectacular el pulpo y el rodaballo a la brasa.,comida
134,Acompañados de unas chips caseras calentitas y un servicio profesional.,servicio
135,"La temperatura perfecta y el trato del personal, exquisito.Y sobre la comida .acorde a lo anterior dicho.",comida
136,Destacando las Ostras y el sargo a la,comida
137,"El sitio es muy bonito, sobretodo la terraza grande, pero el personal bastante antipático, sobretodo el camarero de nuestra mesa, se nota que les da igual el trato puesto que tienen largas listas de espera y siempre está lleno, pero lo peor fue la comida,",servicio
138,"@filandon  espectacular  siempre carretera el pardo Madrid vinos blanco bierzo godello ulfreia y tinto Rioja reserva imperial servicio , Maria, Jesús, José Antonio liderados por el amigo Félix todo riquísimo",servicio
139,El camarero muy antipático y la comida tampoco es para tanto.,comida
140,Destacar el pescado.,comida
141,"Terrible servicio, los camareros muy prepotentes y arrogantes, NUNCA MÁS, falta de profesionalidad y educación.",servicio
142,Servicio bueno.,servicio
143,Lenguado durillo.,comida
144,Almejas buenas pero escasas.,comida
145,"Arroz negro, regular, sin coger sabor.Muy barato no es.El cristal que separa la cocina de la entrada ABRASA.",precio
146,Lo único que se salva es Carlos nuestro camarero.,servicio
147,Los maitres prepotentes y con mala educación.,servicio
148,"La comida muy normal, pero excesivamente cara.",comida
149,"Me encanta el servicio, la comida, el ambiente y lo bonito que es.Sin embargo, hoy, Después de ir más de 10 veces, he ido a comer con mi pareja a celebrar mi cumpleaños con",servicio
150,"La atención personal de 10 ,el lugar muy entrañable y la comida perfecta  el precio muy bueno en relación a la calidad.",servicio
151,Los pescados a la brasa los,comida
152,"La comida es deliciosa, el servicio también.",comida
153,"Era un sitio que nos encantaba, trato bueno y comida mejor, pero ultimamente ha emporado por numerosas razones:- Es practicamente imposible conseguir reserva- El trato de su personal es un horror.",servicio
154,La chica de recepción maleducada y muy borde- Los camareros muy,servicio
155,"( yorki de 4kg)  Solo con las formas del personal (mientras fumaba en una esquina) acercándose gritando  "" ei ei"" ya se me quitaron las",servicio
156,Precio sin vino unos 60 por persona.,precio
157,"Decepcionante atención, camarero con prisas, dejando el pan en la mesa mientras caminaba; comida mediocre pero sobre todo la atención pésima.",servicio
158,Todo buenísimo!,comida
159,"De postre tomamos filloas,hojaldre de manzana , Flan de queso estaba buenísimo.",comida
160,Trato muy cercano y en la terraza había un ambientazo brutal!.,servicio
161,"Servicio pésimo, con camareros no profesionales, producto pasable, pero no para el precio que pagas.",servicio
162,"Desde luego no volveré, en Madrid hay 100 restaurantes mejores a mejor precio.",precio
163,"Nuevo descubrimiento y me parece que es el top1, de mis restaurantes.Tenía muchas ganas de ir, pero no habíamos tenido ocasión hasta hace unos días.El servicio fabuloso, todo el mundo súper amable, la decoración, la iluminación, la zona infantil, los baños  No sé",servicio
164,El sitio es espectacular pero la comida dejó mucho que desear para nuestro gusto.,comida
165,El solomillo es lo único que valoramos como muy bueno y cocinado en su punto pero el rodaballo tenía una salsa que quitaba todo el sabor,comida
166,"El servicio fue muy deficiente, se nos tomó nota 20 minutos después de nuestra llegada, entre platos se tardó",servicio
167,La comida insuperable.,comida
168,La comida según el qué:Entrantes :Alcachofas: sin hacer y sin sabor a nada Salpicón de marisco: pobre Principales: Rodaballo: muy rico Tataki de atún: espectacular Postre:Tarta de queso: un must!Resumiendo: la experiencia en sí,comida
169,Los callos y,comida
170,"Espectacular restaurante de los propietarios de Pescaderías Coruñesas lo que marca la carta del mismo, pescados sublimes.Servicio, ambiente, local y materias primas de altísimo nivel.Unos espárragos blancos a la brasa exquisitos acompañados con una salsa romescu de gran sabor, un tomate con ventresca",servicio
171,Excepcional calidad de producto y muy bien servicio.,comida
172,"Quizás un poco caro, pero merece la pena.",precio
173,"Comida tradicional, bien elaborada pero Platos escasos y con calidad aceptable.Servicio mediocre.Entorno ideal.",comida
174,"Gracias a la estupenda atención de los camareros que, al menos, sirvieron bebidas y aperitivo.",servicio
175,"He ido con mi familia a cenar por el cumpleaños de mi hermano y la verdad es que hemos acertado de lleno, la atención de los camareros exquisita y la calidad de la comida espectacular.",servicio
176,"El sitio es precioso, metido en el campo entre vegetación.Mesa bastante separada de las demás, servicio atento pero no pesado.Probamos: taco crujiente de atún con chipotle, gambas al ajillo, rodaballo y pixin.",servicio
177,Tartita de queso,comida
178,"El sitio es una maravilla, muy buena comida  pero el servicio deja mucho que desear  mucho que mejorar y cuidar al cliente",servicio
179,"El servicio un auténtico desastre, para conseguir unas croquetas para los niños tardaron como media hora.",servicio
180,"Restaurante muy elegante, con mucha calidad en sus productos y buen servicio.",comida
181,Recomendación en sus pescados a la brasa.,comida
182,Nos sirvieron antes la comida que la bebida.,comida
183,"El ambiente es muy bueno y apetecible, amplio parking y trato excepcional.",servicio
184,"Sobre la comida, cominos las almejas (muy poca cantidad), el cangrejo (muy sobrevalorado) y el arroz de carabineros (de sabor muy bueno, pero le faltaba por lo",comida
185,"Me he llevado una pequeña decepción, la comida bien, pero el servicio un poco desastre.",servicio
186,El solomillo riquísimo y el,comida
187,La comida la traen fría porque el servicio es horrible y estás mas de 2 horas para 2 platos.,comida
188,Productos de muy buena calidad.,comida
189,La carta es cara.,precio
190,"Los platos muy sabrosos, especialmente recomendable el pulpo y el arroz de carabineros.",comida
191,"Nos habían dicho que se comía muy bien, pero después del trato impresentable del que fuimos objeto no merece la pena.",servicio
192,Empezaron atendiéndonos despyes que dos mesas cercanas que llegaron despues.,servicio
193,"El FILANDON perfecto para una buena comida, pero el servicio la estropea.El SERVICIO LENTO nos alargó la comida hasta las 17.20H pedimos la cuenta, a la vez que  pedimos unos GIN TONIC, alegando el camarero que cerraban a las 18H y que era imposible",servicio
194,"El restaurante es muy bonito, los camareros muy amables y la comida esta buena.",servicio
195,"Sin embargo, el servicio debe mejorar.",servicio
196,"Servicio muy deficiente , hacía frío en la terraza , muchas prisas en coger la comanda y luego tardando muchísimo en retirar los platos , ignorando  nuestras peticiones.",servicio
197,La comida correcta pero no a la altura de un sitio de estas características.,comida
198,Pero mi a mi tía y mi padre les pareció muy extraño que hacía el final de la comida los camareros estuviesen danzando por,servicio
199,Eso sí el servicio deja un poco que desear para un restaurante de este tipo.,servicio
200,"En especial el pescado soberbio, pero la carne tambien es espectacular Bodega fantástica y postres deliciososIdeal para un homenaje",comida
201,"En las dos ocasiones el servicio muy mejorable, persiguiendo en muchas ocasiones a los camareros y en otras con un trato más propio de bar de turistas, no del nivel completo que se supone a este restaurante .",servicio
202,La burrata esta muy buena y es enorme; el rodaballo,comida
203,"Entrantes a base de un excelente jamón ibérico, unas rabas con huevo y unas alcachofas.",comida
204,"Todos comimos pixin, estaba increíble.",comida
205,"El sitio es impresionante, siempre es un placer volver, el encanto que tiene y súper acogedor.El servicio es excelente, muy atentos y serviciales.",servicio
206,El taco de atún con chipote es espectacular la mezcla de sabores y texturas.,comida
207,La pizza de gamba roja es un,comida
208,"Las verduritas y carabineros en fritura estaban buenos y frecos también,, Pero las croquetas no nos",comida
209,"Buena comida, sin mas.",comida
210,"Restaurante en ambiente muy acogedor.Comida: Pedimos las croquetas de jamón (muy cremosas y con buen rebozado), las rabas con huevo frito (muy ricas y con un rebozado muy fino), el steak tartar (sabroso y bien presentado), las chips (patatas caseras) y la tarta de",comida
211,El servicio es seco y te hace notar que tienen prisa etc.,servicio
212,"las raciones son escasas en pescado, muy desnudas de alicientes y sobre todo muy mal cocinadas si es",comida
213,El servicio es,servicio
214,"La comida muy buena, como siempre.",comida
215,Las almejas algo más flojas y la ración bastante pequeña.,comida
216,Los pescados exquisitos.,comida
217,"El servicio muy flojo, camareros nada agradables y a pesar de explicar",servicio
218,"En cambio , la cocina empeora : las croquetas de carabineros no tienen",comida
219,"Fuimos un sábado a las 15:00Super amables en el trato y el servicio, excepto en el cambio de turno (a las 17:00) que el",servicio
220,Caro pero bueno .,precio
221,La atención un poco lenta y no tienen ningún detalle ( ni un chupito y un aperitivo mediocre ) .,servicio
222,"Las patatas parecen chips pero están muy buenas , el rodaballo con la bilbaína de escándalo",comida
223,"Falla el servicio, muchos camareros pero poco eficientes.",servicio
224,"Fuimos un grupo de 6 personas, 3 de ellas celiacas y el servicio estuvo muy atento en todo momento.",servicio
225,La comida estuvo increíble.,comida
226,"Muy recomendable el tartar de atún, las almejas, el lenguado y la tarta de queso.",comida
227,¡Volveremos seguro!Precio medio por persona con,precio
228,La comida estaba muy rica.,comida
229,Excelente un plato de entrante que tienen de pez limón.,comida
230,"El steak tartar para mí fue normalito, estupendo el pixín.",comida
231,"Mi familia tenía mucho interés en que fuésemos a comer, ya que uno de mis hijos había ido en algunas ocasiones, pero salimos decepcionados, por no cumplir las expectativas de calidad precio principalmente.La comida bien en conjunto, pero no mucho mejor que en establecimientos",precio
232,El servicio es bueno y el lugar precioso.,servicio
233,Éramos dos amigas y nos ponen en una mesa detrás de una columna y pegada a la mesa donde preparan los camareros ( por supuesto sin distancia de seguridad) pedimos otra:“ pues la gente come en esa mesa” respuesta de la camarera .. “tendrán que esperar,servicio
234,"La primera vez no cumplió con la expectativas en la relación precio calidad  Y esta última vez, el pescado muy seco,muy pasado y la atención de los camareros",servicio
235,"La atención es muy buena, a la altura de restaurantes de su categoría,",servicio
236,Entorno precioso y comida muy rica.,comida
237,"Celebramos un cumpleaños familiar en un entorno muy agradable, lo más destacado, después de la carta, es la plantilla de personal tan amplia que se percibe, además personal cualificado y con un trato excepcional.",servicio
238,"Todo bien, servicio, comida, entorno, ambiente.Muy muy recomendable.Precio elevado pero acorde a su gran calidad.",servicio
239,"Fue una comida por los 50 años de casados de mis suegros.Nos encantó buenísimo todo,la atención exquisita y un lugar precioso tanto en el interior.como los jardines y terraza!!",servicio
240,"!..caro, pero merece la pena por la calidad.",precio
241,"He ido varias veces a Filandon y cada vez me gusta másServicio de 10, cocina increíble y un lugar tan tan tan bonito Nunca hasta ahora me ha decepcionado un plato.Para mi es genial en familia, por trabajo o con amigos.Es una experiencia",servicio
242,"Comida muy buena, buen producto, el pescado espectacular, la atención del personal también muy bien!",servicio
243,"El restaurante está ubicado en el pardo, una reserva natural de madrid de gran valor natural, cultural y gastronómico.Los dueños son los de pescaderías coruñesas, y por tanto el género está garantizado  .pescado y marisco lo mejor.La relación calidad precio de los vinos es",precio
244,"Calidad de.producto no alineada con los precios con un punto de cocinado lejos de lo esperado( gambas ajillo de Huelva ,",precio
245,"La comida estuvo muy muy rica, el ambiente increíble y el servicio muy bueno.",servicio
246,Servicio atento incluso cuando hay mucha gente (que suele ser casi siempre).,servicio
247,Para todos los gustos (pescados de lo mejor que he probado pero algo caros).,precio
248,Todo estuvo ESPECTACULAR!,comida
249,"Sin embargo, el camarero que nos atendió fue bastante desagradable y cortante, en ningún momento se acercó para preguntarnos qué tal estaba la cena sino que únicamente se refirió a nosotros",servicio
250,"No solo el entorno merece una visita, también su cuidada cocina, con productos de primera cocinados a la perfección.Servicio eficaz, eficiente, amable, profesional .Preparados para el Covid 💯Personal con mascarillas, distancias perfectas entre mesas, se veía todo muy cuidado y limpio, los",servicio
251,La cena en general fue muy bien .,comida
252,"Fuimos a cenar dos parejas , no teníamos reserva pero nos acoplaron rápido,el lugar llama la atención, mucho personal y atentos.le pedimos consejo al camarero y se excusó pues era nuevo y el pobre no sabía, rápidamente se acerco el meitre y nos aconsejó",servicio
253,"Como todos los anteriores comentarios, una pena que un sitio tan bonito tenga un servicio tan pobre y poco dedicado al cliente.",servicio
254,"La comida, que antes era excelente, de capa caída.",comida
255,"Poco simpáticos.no había vuelto desde la última vez,hace a lo major 2 años.",servicio
256,"La mejor carne que he probado, todos los camareros muy amables y el sitio era muy agradable.",comida
257,No podría haber cenado mejor,comida
258,"MEJOR IMPOSIBLE.El sitio, la comida, el servicio.. Un 10.Todo buenisimo!!!",servicio
259,"De los mejores sitios a nivel de todo que he visitado, comida muy rica, servicio muy atento y educados, el sitio y el entorno de 10 no, de 12, relacion calidad precio no puede ser mejor y en verano que nunca he estado tiene que",servicio
260,"Sitio elegante, algo caro, pero sigue siendo el Filandon.",precio
261,Es algo caro pero la calidad de,precio
262,"La comida en general bien, pero las famosos patas de pulpo, una de ellas disecada y",comida
263,"Lamento profundamente la imagen que tengo de impotencia de este restaurante después de mi visita el pasado 26 de febrero, que como siempre estaba al completo.Comento lo ocurrido, pedí una copa de vino de la casa, el camarero me indico que no había de",servicio
264,"El entorno sobresaliente, la atención sobresaliente la comida sobresaliente.Tomamos Al centro un plato de jamón ibérico, unas alcachofas",servicio
265,"Un caos de organización, para no aburriros sólo dos datos,",servicio
266,"La atención es muy buena, desde que te reciben en la entrada hasta que sales.",servicio
267,"En cuanto a la comida, todo es de primera calidad.",comida
268,Restaurante de moda con muy buen ambiente y trato agradable.,servicio
269,"El fallo, el precio, muy hinchado tanto en la carta de comidas como en la",precio
270,"PEXPECTACULAR, el precio,la atención y la calidad de los productos, probamos los pescados  a la brasa  las croquetas de bogavante impresionantes",servicio
271,"Es excepcional la atención que recibo siempre siempre, por parte de Alex, una de las recepcionistas",servicio
272,"Restaurante muy agradable, amplio, tranquilo, una decoración bonita, un sitio muy especial.Excelente atención, servicio rápido, atento, amableExcelente materia prima, platos deliciosos.Excelente tanto para una comida de negocios, como para una cena romántica.No es un restaurante económico, pero merece totalmente la pena.",servicio
273,Un sitio agradable para tomar un buen pescado.,comida
274,El rodaballo y las croquetas de carabinero espectaculares.,comida
275,Calidad-precio razonable.,precio
276,"La comida es de productos de gran calidad, los pescados a la parrilla fabulosos.",comida
277,El precio no es bajo pero asumible por la comida.,precio
278,"Es un sitio grande, estética sencilla y moderna, mesas no juntas pero que concentra muuucha gente,  aunque el servicio estuvo en",servicio
279,Un servicio correcto pero les falta ser más amables o serviciales.,servicio
280,"El producto es espectacular, la atención increíble y el sitio es precioso y muy acogedor.",servicio
281,Para mi el mejor restaurante calidad - precio,precio
282,"Trato chulesco sin motivo, la calidad de los productos es indiscutible pero los camareros te pueden arruinar la cena.",servicio
283,Se nota cierto trato,servicio
284,"El sitio es una delicia, muy bonito y agradable y la comida y el servicio es muy bueno.",servicio
